0:	 22	 6998
1:	 25	 11757
2:	 16	 870
3:	 24	 9369
4:	 14	 328
5:	 14	 310
6:	 16	 1225
7:	 20	 4204
8:	 23	 8125
9:	 21	 5005
10:	 19	 3070
11:	 18	 2205
12:	 23	 7720
13:	 16	 956
14:	 13	 235
15:	 15	 616
16:	 18	 1844
17:	 24	 9695
18:	 19	 4640
19:	 23	 10382
20:	 23	 10604
21:	 19	 3558
22:	 23	 9649
23:	 22	 8633
24:	 15	 751
25:	 18	 2021
26:	 18	 1848
27:	 28	 14859
28:	 19	 3240
29:	 21	 5321
