1	 40	 79599
2	 8	 4
3	 8	 5
4	 21	 408
5	 30	 6069
6	 30	 14937
7	 8	 7
8	 31	 2145
9	 19	 280
10	 7	 5
11	 9	 5
12	 8	 7
13	 8	 6
14	 30	 4620
15	 30	 17845
16	 11	 2
17	 20	 1322
18	 5	 4
19	 9	 5
20	 6	 2
21	 29	 12789
22	 31	 18524
23	 11	 3
24	 3	 0
25	 31	 5028
26	 11	 4
27	 8	 3
28	 11	 7
29	 31	 32700
30	 30	 22437
31	 31	 5147
