1	 40	 79450
2	 8	 4
3	 8	 5
4	 21	 408
5	 30	 6074
6	 30	 15332
7	 8	 7
8	 31	 2038
9	 19	 283
10	 7	 5
11	 9	 5
12	 8	 7
13	 8	 7
14	 30	 5266
15	 30	 18794
16	 11	 2
17	 20	 1346
18	 5	 4
19	 9	 5
20	 6	 2
21	 29	 13546
22	 31	 18741
23	 11	 3
24	 3	 0
25	 31	 4969
26	 11	 4
27	 8	 4
28	 11	 12
29	 31	 33159
30	 30	 22136
31	 31	 5046
