0:	 31	 16373
1:	 7	 17
2:	 7	 18
3:	 12	 189
4:	 27	 16187
5:	 27	 15314
6:	 7	 18
7:	 22	 9526
8:	 12	 140
9:	 6	 9
10:	 8	 19
11:	 7	 18
12:	 7	 17
13:	 27	 16417
14:	 27	 15602
15:	 4	 3
16:	 19	 4275
17:	 4	 2
18:	 8	 25
19:	 5	 8
20:	 24	 12743
21:	 26	 15091
22:	 6	 9
23:	 2	 0
24:	 26	 14297
25:	 4	 3
26:	 7	 18
27:	 10	 81
28:	 30	 16668
29:	 27	 18299
30:	 28	 18494
