1	 13110	 233 
2	 44541	 660 
3	 8399	 104 
4	 87978	 1128 
5	 54745	 683 
6	 34011	 419 
7	 42142	 521 
8	 61085	 775 
9	 46773	 608 
10	 125534	 1783 
11	 142523	 1895 
12	 114863	 1481 
13	 102967	 1420 
14	 33916	 414 
15	 110858	 1421 
16	 27473	 354 
17	 81955	 1032 
18	 24773	 309 
19	 30624	 373 
20	 98806	 1261 
21	 47559	 597 
22	 75080	 939 
23	 97842	 1266 
24	 73539	 944 
25	 23149	 296 
26	 65046	 814 
27	 76848	 973 
28	 69155	 880 
29	 62203	 794 
30	 73404	 940 
