0:	 20	 4652
1:	 23	 9363
2:	 17	 2575
3:	 23	 11330
4:	 19	 3530
5:	 21	 6317
6:	 27	 13784
7:	 9	 41
8:	 22	 8505
9:	 22	 8424
10:	 20	 5229
11:	 24	 11115
12:	 23	 9997
13:	 22	 7364
14:	 21	 5172
15:	 15	 618
16:	 21	 5860
17:	 21	 5820
18:	 9	 56
19:	 18	 2678
20:	 18	 3273
21:	 25	 29378
22:	 15	 562
23:	 18	 1904
24:	 15	 602
25:	 20	 3862
26:	 13	 217
27:	 13	 199
28:	 24	 9551
29:	 12	 156
