0:	 21	 5863
1:	 25	 12641
2:	 21	 5703
3:	 21	 5491
4:	 20	 3637
5:	 22	 7093
6:	 12	 150
7:	 16	 976
8:	 18	 2309
9:	 26	 12252
10:	 17	 1195
11:	 15	 755
12:	 13	 235
13:	 14	 392
14:	 16	 1230
15:	 8	 16
16:	 25	 11827
17:	 19	 3093
18:	 13	 215
19:	 18	 1999
20:	 29	 13291
21:	 15	 664
22:	 24	 9725
23:	 24	 9733
24:	 21	 4897
25:	 23	 9013
26:	 21	 5502
27:	 19	 3112
28:	 27	 13019
29:	 19	 3205
