0:	 22	 6754
1:	 25	 11450
2:	 16	 872
3:	 24	 9421
4:	 14	 341
5:	 14	 350
6:	 16	 1133
7:	 20	 4230
8:	 23	 8153.000000000001
9:	 21	 5103
10:	 19	 3113
11:	 18	 2312
12:	 23	 7727
13:	 16	 945
14:	 13	 230
15:	 15	 614
16:	 18	 1837
17:	 24	 9070
18:	 19	 3286
19:	 23	 8906
20:	 23	 9552
21:	 19	 3095
22:	 23	 8483
23:	 22	 7254
24:	 15	 595
25:	 18	 1610
26:	 18	 1628
27:	 28	 12934
28:	 19	 2984
29:	 21	 5170
